stop_id,stop_code,stop_name,tts_stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
21,v010020202,AMURRIO (San José),AMURRIO (San José),AMURRIO,43.0593,-2.9976,4,,0,,,0,0,0
22,i010101001,LUIAONDO,LUIAONDO,AYALA/AIARA,43.1011,-2.9976,4,,0,,,0,0,0
23,v010101001,LUIAONDO,LUIAONDO,AYALA/AIARA,43.1018,-2.9972,4,,0,,,0,0,0
24,i010360103,LAUDIO / LLODIO (Gurutze Gorria/Cruz Roja),LAUDIO / LLODIO (Gurutze Gorria/Cruz Roja),LLODIO/LAUDIO,43.1387,-2.9672,4,,0,,,0,0,0
25,v010360103,LAUDIO / LLODIO (Gurutze Gorria/Cruz Roja),LAUDIO / LLODIO (Gurutze Gorria/Cruz Roja),LLODIO/LAUDIO,43.1387,-2.967,4,,0,,,0,0,0
26,i010360101,LAUDIO / LLODIO,LAUDIO / LLODIO,LLODIO/LAUDIO,43.1437,-2.9625,4,,0,,,0,0,0
27,v010360101,LAUDIO / LLODIO,LAUDIO / LLODIO,LLODIO/LAUDIO,43.1437,-2.9623,4,,0,,,0,0,0
28,i010360102,ARETA,ARETA,LLODIO/LAUDIO,43.1472,-2.9437,4,,0,,,0,0,0
29,v010360102,ARETA,ARETA,LLODIO/LAUDIO,43.1473,-2.9449,4,,0,,,0,0,0
30,i010100701,IZORIA (Olmos),IZORIA (Olmos),AYALA/AIARA,43.066,-3.0298,4,,0,,,0,0,0
31,v010100701,IZORIA (Olmos),IZORIA (Olmos),AYALA/AIARA,43.0661,-3.0295,4,,0,,,0,0,0
32,u010101601,MURGA (Poligono),MURGA (Poligono),AYALA/AIARA,43.069,-3.0235,4,,0,,,0,0,0
33,i010102001,RESPALDIZA / ARESPALDITZA,RESPALDIZA / ARESPALDITZA,AYALA/AIARA,43.0772,-3.0436,4,,0,,,0,0,0
34,v010102001,RESPALDIZA / ARESPALDITZA,RESPALDIZA / ARESPALDITZA,AYALA/AIARA,43.0774,-3.0437,4,,0,,,0,0,0
35,i010102401,IBAGÜEN,IBAGÜEN,AYALA/AIARA,43.0885,-3.0598,4,,0,,,0,0,0
36,v010102401,IBAGÜEN,IBAGÜEN,AYALA/AIARA,43.0895,-3.0614,4,,0,,,0,0,0
37,v010101401,MENAGARAI,MENAGARAI,AYALA/AIARA,43.0964,-3.073,4,,0,,,0,0,0
38,i010040102,ARTZINIEGA (Gasolindegia/Gasolinera),ARTZINIEGA (Gasolindegia/Gasolinera),ARTZINIEGA,43.1233,-3.1219,4,,0,,,0,0,0
39,v010040102,ARTZINIEGA (Gasolindegia/Gasolinera),ARTZINIEGA (Gasolindegia/Gasolinera),ARTZINIEGA,43.1235,-3.1218,4,,0,,,0,0,0
40,u010040101,ARTZINIEGA,ARTZINIEGA,,43.1221,-3.1306,4,,0,,,0,0,0
41,i010420301,OKONDO (Artzaina/Pastor),OKONDO (Artzaina/Pastor),OKONDO,43.1646,-2.9902,4,,0,,,0,0,0
42,v010420301,OKONDO (Artzaina/Pastor),OKONDO (Artzaina/Pastor),OKONDO,43.1643,-2.9895,4,,0,,,0,0,0
43,i010420302,OKONDO (Ventilla),OKONDO (Ventilla),OKONDO,43.171,-2.9988,4,,0,,,0,0,0
44,v010420302,OKONDO (Ventilla),OKONDO (Ventilla),OKONDO,43.1711,-2.999,4,,0,,,0,0,0
45,i010420601,OKONDO (Zudubiarte),OKONDO (Zudubiarte),OKONDO,43.1636,-3.0082,4,,0,,,0,0,0
46,v010420601,OKONDO (Zudubiarte),OKONDO (Zudubiarte),OKONDO,43.1638,-3.0077,4,,0,,,0,0,0
47,i010420101,OKONDO (Jubilatuen kluba - Club Jubilados),OKONDO (Jubilatuen kluba - Club Jubilados),OKONDO,43.1592,-3.026,4,,0,,,0,0,0
48,v010420101,OKONDO (Jubilatuen kluba - Club Jubilados),OKONDO (Jubilatuen kluba - Club Jubilados),OKONDO,43.1592,-3.0261,4,,0,,,0,0,0
49,i010420102,OKONDO (Kutxabank),OKONDO (Kutxabank),OKONDO,43.1552,-3.0267,4,,0,,,0,0,0
50,v010420102,OKONDO (Kutxabank),OKONDO (Kutxabank),OKONDO,43.1554,-3.0268,4,,0,,,0,0,0
51,i010420501,OKONDO,OKONDO,,43.1506,-3.0309,4,,0,,,0,0,0
52,v010420501,OKONDO,OKONDO,,43.1506,-3.0311,4,,0,,,0,0,0
53,i010596302,VITORIA-GASTEIZ (Bastiturri),VITORIA-GASTEIZ (Bastiturri),VITORIA-GASTEIZ,42.8478,-2.6815,1,,0,,,0,0,0
54,v010596302,VITORIA-GASTEIZ (Bastiturri),VITORIA-GASTEIZ (Bastiturri),VITORIA-GASTEIZ,42.8475,-2.6818,1,,0,,,0,0,0
55,i010596303,VITORIA-GASTEIZ (Epaitegiak/Juzgados),VITORIA-GASTEIZ (Epaitegiak/Juzgados),VITORIA-GASTEIZ,42.844,-2.6823,1,,0,,,0,0,0
56,v010596303,VITORIA-GASTEIZ (Epaitegiak/Juzgados),VITORIA-GASTEIZ (Epaitegiak/Juzgados),VITORIA-GASTEIZ,42.8445,-2.6825,1,,0,,,0,0,0
57,i010596304,VITORIA-GASTEIZ (Unibertsitatea/Universidad),VITORIA-GASTEIZ (Unibertsitatea/Universidad),VITORIA-GASTEIZ,42.8386,-2.6751,1,,0,,,0,0,0
58,v010596304,VITORIA-GASTEIZ (Unibertsitatea/Universidad),VITORIA-GASTEIZ (Unibertsitatea/Universidad),VITORIA-GASTEIZ,42.8386,-2.6751,1,,0,,,0,0,0
67,i010596306,VITORIA-GASTEIZ(Gaztelako atea 67-80 /Portal de Castilla 67-80),VITORIA-GASTEIZ(Gaztelako atea 67-80 /Portal de Castilla 67-80),VITORIA-GASTEIZ,42.8399,-2.6901,1,,0,,,0,0,0
68,v010596306,VITORIA-GASTEIZ(Gaztelako atea 67-80 /Portal de Castilla 67-80),VITORIA-GASTEIZ(Gaztelako atea 67-80 /Portal de Castilla 67-80),VITORIA-GASTEIZ,42.8397,-2.6912,1,,0,,,0,0,0
69,i260010101,ABALOS,ABALOS,,42.5713,-2.7091,7,,0,,,0,0,0
70,v260010101,ABALOS,ABALOS,,42.5713,-2.709,7,,0,,,0,0,0
71,i010520101,SAMANIEGO,SAMANIEGO,,42.5699,-2.6782,7,,0,,,0,0,0
72,v010520101,SAMANIEGO,SAMANIEGO,,42.5698,-2.6782,7,,0,,,0,0,0
73,i010340102,LEZA (Ospitalea/Hospital),LEZA (Ospitalea/Hospital),LEZA,42.577,-2.6395,7,,0,,,0,0,0
74,v010340102,LEZA (Ospitalea/Hospital),LEZA (Ospitalea/Hospital),LEZA,42.5769,-2.6398,7,,0,,,0,0,0
75,i010310201,LAGUARDIA,LAGUARDIA,,42.5538,-2.5841,8,,0,,,0,0,0
76,v010310201,LAGUARDIA,LAGUARDIA,,42.5538,-2.5843,8,,0,,,0,0,0
77,i260890202,LOGROÑO (PORTALES),LOGROÑO (PORTALES),LOGROÑO,42.4662,-2.4429,9,,0,,,0,0,0
78,v260890202,LOGROÑO (PORTALES),LOGROÑO (PORTALES),LOGROÑO,42.4663,-2.4426,9,,0,,,0,0,0
79,u260890201,LOGROÑO ESTACION,LOGROÑO ESTACION,LOGROÑO,42.4576,-2.4428,9,,0,,,0,0,0
81,i010440601,PEÑACERRADA - URIZAHARRA,PEÑACERRADA - URIZAHARRA,PEÑACERRADA-URIZAHARRA,42.6428,-2.7116,3,,0,,,0,0,0
82,v010440601,PEÑACERRADA - URIZAHARRA,PEÑACERRADA - URIZAHARRA,PEÑACERRADA-URIZAHARRA,42.6432,-2.7122,3,,0,,,0,0,0
83,i091090801,VENTAS DE ARMENTIA,VENTAS DE ARMENTIA,CONDADO DE TREVIÑO,42.7218,-2.6989,2,,0,,,0,0,0
84,v091090801,VENTAS DE ARMENTIA,VENTAS DE ARMENTIA,CONDADO DE TREVIÑO,42.7218,-2.6995,2,,0,,,0,0,0
85,i091090701,ARGOTE,ARGOTE,CONDADO DE TREVIÑO,42.7041,-2.6715,2,,0,,,0,0,0
86,v091090701,ARGOTE,ARGOTE,CONDADO DE TREVIÑO,42.7041,-2.6716,2,,0,,,0,0,0
87,i091090301,ALBAINA,ALBAINA,CONDADO DE TREVIÑO,42.6912,-2.6305,2,,0,,,0,0,0
88,v091090301,ALBAINA,ALBAINA,CONDADO DE TREVIÑO,42.6912,-2.6306,2,,0,,,0,0,0
89,i091091101,BAJAURI,BAJAURI,CONDADO DE TREVIÑO,42.6533,-2.565,2,,0,,,0,0,0
90,v091091101,BAJAURI,BAJAURI,CONDADO DE TREVIÑO,42.6534,-2.5656,2,,0,,,0,0,0
91,i091092901,OBECURI,OBECURI,CONDADO DE TREVIÑO,42.6497,-2.5315,2,,0,,,0,0,0
92,v091092901,OBECURI,OBECURI,CONDADO DE TREVIÑO,42.6496,-2.5321,2,,0,,,0,0,0
93,i010160701,NAVARRETE,NAVARRETE,BERNEDO,42.6375,-2.5235,4,,0,,,0,0,0
94,v010160701,NAVARRETE,NAVARRETE,BERNEDO,42.6375,-2.5235,4,,0,,,0,0,0
95,i010160301,BERNEDO,BERNEDO,,42.6275,-2.4964,4,,0,,,0,0,0
96,v010160301,BERNEDO,BERNEDO,,42.6275,-2.4965,4,,0,,,0,0,0
97,i010161301,VILLAFRIA,VILLAFRIA,BERNEDO,42.6238,-2.5371,4,,0,,,0,0,0
98,v010161301,Villafría,Villafría,BERNEDO,42.624,-2.5366,4,,0,,,0,0,0
99,i010300301,VILLAVERDE,VILLAVERDE,LAGRAN,42.6237,-2.5663,4,,0,,,0,0,0
100,v010300301,VILLAVERDE,VILLAVERDE,LAGRAN,42.6238,-2.5666,4,,0,,,0,0,0
101,u010300101,LAGRAN,LAGRAN,,42.6258,-2.5817,4,,0,,,0,0,0
103,i010310302,CASABLANCA INDUSTRIALDEA/POLÍGONO,CASABLANCA INDUSTRIALDEA/POLÍGONO,LAGUARDIA,42.4897,-2.4836,8,,0,,,0,0,0
104,v010310302,CASABLANCA INDUSTRIALDEA/POLÍGONO,CASABLANCA INDUSTRIALDEA/POLÍGONO,LAGUARDIA,42.4894,-2.4834,8,,0,,,0,0,0
105,i010310301,LASERNA,LASERNA,LAGUARDIA,42.5051,-2.4992,8,,0,,,0,0,0
106,v010310301,LASERNA,LASERNA,LAGUARDIA,42.5051,-2.4994,8,,0,,,0,0,0
107,i010320101,ASSA,ASSA,LAGUARDIA,42.5204,-2.5102,8,,0,,,0,0,0
108,v010320101,ASSA,ASSA,LAGUARDIA,42.5198,-2.5086,8,,0,,,0,0,0
111,i010330101,LAPUEBLA DE LABARCA (Markesina/Marquesina),LAPUEBLA DE LABARCA (Markesina/Marquesina),LA PUEBLA DE LABARCA,42.4919,-2.5753,8,,0,,,0,0,0
112,v010330101,LAPUEBLA DE LABARCA (Markesina/Marquesina),LAPUEBLA DE LABARCA (Markesina/Marquesina),LA PUEBLA DE LABARCA,42.4919,-2.5754,8,,0,,,0,0,0
113,i010220101,ELCIEGO,ELCIEGO,,42.5169,-2.6181,8,,0,,,0,0,0
114,v010220101,ELCIEGO,ELCIEGO,,42.5167,-2.6181,8,,0,,,0,0,0
115,u010110101,BAÑOS DE EBRO / MAÑUETA,BAÑOS DE EBRO / MAÑUETA,BAÑOS DE EBRO/MAÑUETA,42.5295,-2.6786,7,,0,,,0,0,0
117,u010570101,VILLABUENA DE ALAVA / ESKUERNAGA,VILLABUENA DE ALAVA / ESKUERNAGA,VILLABUENA DE ALAVA/ESKUERNAGA,42.5468,-2.6669,7,,0,,,0,0,0
119,i010430302,OYON - OION (Industrialdea/Polígono),OYON - OION (Industrialdea/Polígono),OYON-OION,42.494,-2.4353,9,,0,,,0,0,0
120,v010430302,OYON - OION (Industrialdea/Polígono),OYON - OION (Industrialdea/Polígono),OYON-OION,42.494,-2.4355,9,,0,,,0,0,0
121,i010430301,OYON - OION,OYON - OION,OYON-OION,42.5042,-2.4357,9,,0,,,0,0,0
122,v010430301,OYON - OION,OYON - OION,OYON-OION,42.5045,-2.4362,9,,0,,,0,0,0
123,i010600101,YECORA / IEKORA,YECORA / IEKORA,YECORA/IEKORA,42.5685,-2.472,8,,0,,,0,0,0
124,v010600101,YECORA / IEKORA,YECORA / IEKORA,YECORA/IEKORA,42.5685,-2.4719,8,,0,,,0,0,0
125,i010320301,VIÑASPRE / BINASPERI,VIÑASPRE / BINASPERI,LANCIEGO/LANTZIEGO,42.5775,-2.495,8,,0,,,0,0,0
126,v010320301,VIÑASPRE / BINASPERI,VIÑASPRE / BINASPERI,LANCIEGO/LANTZIEGO,42.5774,-2.4946,8,,0,,,0,0,0
127,u010320201,LANCIEGO / LANTZIEGO,LANCIEGO / LANTZIEGO,LANCIEGO/LANTZIEGO,42.5632,-2.5108,8,,0,,,0,0,0
129,u010190101,KRIPAN,KRIPAN,,42.5921,-2.5155,8,,0,,,0,0,0
131,i010230101,ELVILLAR / BILAR,ELVILLAR / BILAR,ELVILLAR/BILAR,42.568,-2.5437,8,,0,,,0,0,0
132,v010230101,ELVILLAR / BILAR,ELVILLAR / BILAR,ELVILLAR/BILAR,42.568,-2.5436,8,,0,,,0,0,0
133,i010390101,MOREDA DE ALAVA / MOREDA ARABA,MOREDA DE ALAVA / MOREDA ARABA,MOREDA DE ALAVA/MOREDA ARABA,42.524,-2.4097,9,,0,,,0,0,0
134,v010390101,MOREDA DE ALAVA / MOREDA ARABA,MOREDA DE ALAVA / MOREDA ARABA,MOREDA DE ALAVA/MOREDA ARABA,42.5241,-2.4097,9,,0,,,0,0,0
135,u010430201,LABRAZA,LABRAZA,OYON-OION,42.5683,-2.4174,9,,0,,,0,0,0
137,u010430101,BARRIOBUSTO / GORREBUSTO,BARRIOBUSTO / GORREBUSTO,OYON-OION,42.5672,-2.4316,9,,0,,,0,0,0
139,u260710101,HARO,HARO,,42.5736,-2.8536,5,,0,,,0,0,0
141,i010280101,LABASTIDA / BASTIDA,LABASTIDA / BASTIDA,LABASTIDA/BASTIDA,42.5896,-2.7946,5,,0,,,0,0,0
142,v010280101,LABASTIDA / BASTIDA,LABASTIDA / BASTIDA,LABASTIDA/BASTIDA,42.5894,-2.7946,5,,0,,,0,0,0
143,u261420301,SAN VICENTE DE LA SONSIERRA,SAN VICENTE DE LA SONSIERRA,,42.5659,-2.761,5,,0,,,0,0,0
145,i010340101,LEZA,LEZA,,42.565,-2.6347,7,,0,,,0,0,0
146,v010340101,LEZA,LEZA,,42.5651,-2.6348,7,,0,,,0,0,0
147,i010410101,NAVARIDAS,NAVARIDAS,,42.5457,-2.6255,7,,0,,,0,0,0
148,v010410101,NAVARIDAS,NAVARIDAS,,42.5457,-2.6254,7,,0,,,0,0,0
149,u010310401,PAGANOS,PAGANOS,LAGUARDIA,42.5587,-2.6037,8,,0,,,0,0,0
151,u26033,BRIÑAS (BBK),BRIÑAS (BBK),BRIÑAS,42.6042,-2.8373,5,,0,,,0,0,0
153,u010280201,SALINILLAS DE BURADON / GATZAGA BURADON,SALINILLAS DE BURADON / GATZAGA BURADON,LABASTIDA/BASTIDA,42.6325,-2.8343,5,,0,,,0,0,0
155,i010620401,ZAMBRANA,ZAMBRANA,,42.6618,-2.8803,3,,0,,,0,0,0
156,v010620401,ZAMBRANA,ZAMBRANA,,42.6611,-2.8805,3,,0,,,0,0,0
157,u010140101,BERANTEVILLA,BERANTEVILLA,,42.683,-2.8571,3,,0,,,0,0,0
171,u010180201,APODAKA,APODAKA,ZIGOITIA,42.9175,-2.7298,2,,0,,,0,0,0
172,v010180301,BERRIKANO,BERRIKANO,ZIGOITIA,42.9452,-2.7194,2,,0,,,0,0,0
173,i010180301,BERRIKANO,BERRIKANO,ZIGOITIA,42.9452,-2.7192,2,,0,,,0,0,0
174,v010180401,BURUAGA,BURUAGA,ZIGOITIA,42.9468,-2.7003,2,,0,,,0,0,0
175,i010180401,BURUAGA,BURUAGA,ZIGOITIA,42.9468,-2.7002,2,,0,,,0,0,0
176,u010180702,ETXABARRI IBIÑA (MG Gorbeia CC),ETXABARRI IBIÑA (MG Gorbeia CC),ZIGOITIA,42.9105,-2.7147,2,,0,,,0,0,0
178,i010180801,ERIBE,ERIBE,ZIGOITIA,42.9549,-2.7121,2,,0,,,0,0,0
179,v010180801,ERIBE,ERIBE,ZIGOITIA,42.9549,-2.7124,2,,0,,,0,0,0
181,u010180701,ETXABARRI IBIÑA,ETXABARRI IBIÑA,ZIGOITIA,42.9177,-2.7104,2,,0,,,0,0,0
183,u010180601,ETXAGUEN (Zigoitia),ETXAGUEN (Zigoitia),ZIGOITIA,42.9845,-2.7234,2,,0,,,0,0,0
184,i010180901,GOPEGI,GOPEGI,ZIGOITIA,42.9605,-2.7292,2,,0,,,0,0,0
185,v010180901,GOPEGI,GOPEGI,ZIGOITIA,42.9605,-2.7294,2,,0,,,0,0,0
186,i010181001,LARRINOA,LARRINOA,ZIGOITIA,42.9672,-2.7312,2,,0,,,0,0,0
187,v010181001,LARRINOA,LARRINOA,ZIGOITIA,42.9673,-2.7316,2,,0,,,0,0,0
188,u010181201,MANURGA,MANURGA,ZIGOITIA,42.9651,-2.7549,2,,0,,,0,0,0
190,i010181401,MURUA,MURUA,ZIGOITIA,42.9747,-2.7346,2,,0,,,0,0,0
191,v010181401,MURUA,MURUA,ZIGOITIA,42.9748,-2.7346,2,,0,,,0,0,0
194,u010180501,ZESTAFE,ZESTAFE,ZIGOITIA,42.9709,-2.7044,2,,0,,,0,0,0
196,i010180101,ACOSTA / OKOIZTA,ACOSTA / OKOIZTA,ZIGOITIA,42.9759,-2.7136,2,,0,,,0,0,0
197,v010180101,ACOSTA / OKOIZTA,ACOSTA / OKOIZTA,ZIGOITIA,42.9758,-2.7134,2,,0,,,0,0,0
198,u010030601,ARAMAIO,ARAMAIO,,43.0522,-2.5648,3,,0,,,0,0,0
200,u010580602,LEGUTIO,LEGUTIO,LEGUTIANO,42.9789,-2.6432,2,,0,,,0,0,0
202,i010080701,LUKO,LUKO,ARRATZUA-UBARRUNDIA,42.9334,-2.6425,2,,0,,,0,0,0
203,v010080701,LUKO,LUKO,ARRATZUA-UBARRUNDIA,42.9344,-2.6421,2,,0,,,0,0,0
204,u010580601,GOIAIN (Industrialdea/Polígono),GOIAIN (Industrialdea/Polígono),LEGUTIANO,42.9501,-2.6426,2,,0,,,0,0,0
206,i010580401,URBINA,URBINA,LEGUTIANO,42.944,-2.6382,2,,0,,,0,0,0
207,v010580401,URBINA,URBINA,LEGUTIANO,42.944,-2.6381,2,,0,,,0,0,0
208,i010596308,VITORIA-GASTEIZ (Alas-Boulevard),VITORIA-GASTEIZ (Alas-Boulevard),VITORIA-GASTEIZ,42.8599,-2.6631,1,,0,,,0,0,0
209,v010596308,VITORIA-GASTEIZ (Alas-Boulevard),VITORIA-GASTEIZ (Alas-Boulevard),VITORIA-GASTEIZ,42.859,-2.6624,1,,0,,,0,0,0
210,i010101101,LLANTENO,LLANTENO,AYALA/AIARA,43.1064,-3.0944,4,,0,,,0,0,0
211,v010101101,LLANTENO,LLANTENO,AYALA/AIARA,43.1066,-3.0943,4,,0,,,0,0,0
212,u010020203,AMURRIO (Gasolindegia/Gasolinera),AMURRIO (Gasolindegia/Gasolinera),AMURRIO,43.0511,-3.0028,4,,0,,,0,0,0
213,i010101002,LUIAONDO (R. Oleta),LUIAONDO (R. Oleta),AYALA/AIARA,43.0971,-3.0006,4,,0,,,0,0,0
214,v010101002,LUIAONDO (Malato),LUIAONDO (Malato),AYALA/AIARA,43.094,-3.0026,4,,0,,,0,0,0
215,i010360104,LAUDIO / LLODIO (Ugarte),LAUDIO / LLODIO (Ugarte),LLODIO/LAUDIO,43.1469,-2.968,4,,0,,,0,0,0
216,v010360104,LAUDIO / LLODIO (Ugarte),LAUDIO / LLODIO (Ugarte),LLODIO/LAUDIO,43.1466,-2.9673,4,,0,,,0,0,0
217,u010090501,ARRIOLA,ARRIOLA,,42.9121,-2.3902,3,,0,,,0,0,0
219,i010090701,GORDOA,GORDOA,,42.9026,-2.3818,3,,0,,,0,0,0
220,v010090701,GORDOA,GORDOA,,42.9025,-2.3818,3,,0,,,0,0,0
221,u010530501,GALARRETA,GALARRETA,SAN MILLÁN/DONEMILIAGA,42.8969,-2.3626,3,,0,,,0,0,0
223,u019010502,VILLODAS / BILLODA (Plaza),VILLODAS / BILLODA (Plaza),IRUÑA DE OCA/IRUÑA OKA,42.833,-2.7863,2,,0,,,0,0,0
225,i010490202,SALINAS DE AÑANA / GESALTZA AÑANA (Museoa/Museo),SALINAS DE AÑANA / GESALTZA AÑANA (Museoa/Museo),AÑANA,42.8006,-2.9836,3,,0,,,0,0,0
226,v010490202,SALINAS DE AÑANA / GESALTZA AÑANA (Museoa/Museo),SALINAS DE AÑANA / GESALTZA AÑANA (Museoa/Museo),AÑANA,42.8006,-2.9835,3,,0,,,0,0,0
240,v200550402,ARRASATE/MONDRAGON (Arimazubi),ARRASATE/MONDRAGON (Arimazubi),ARRASATE/MONDRAGÓN,43.0627,-2.4955,4,,0,,,0,0,0
241,i200550402,ARRASATE/MONDRAGON (Arimazubi),ARRASATE/MONDRAGON (Arimazubi),ARRASATE/MONDRAGÓN,43.0628,-2.4954,4,,0,,,0,0,0
242,v200550406,ARRASATE/MONDRAGON (Eroski Musakola),ARRASATE/MONDRAGON (Eroski Musakola),ARRASATE/MONDRAGÓN,43.0713,-2.4725,4,,0,,,0,0,0
243,i200550406,ARRASATE/MONDRAGON (Eroski Musakola),ARRASATE/MONDRAGON (Eroski Musakola),ARRASATE/MONDRAGÓN,43.072,-2.4717,4,,0,,,0,0,0
244,v200550201,ARRASATE/MONDRAGON (Garagartza),ARRASATE/MONDRAGON (Garagartza),ARRASATE/MONDRAGÓN,43.0686,-2.5198,4,,0,,,0,0,0
245,i200550201,ARRASATE/MONDRAGON (Garagartza),ARRASATE/MONDRAGON (Garagartza),ARRASATE/MONDRAGÓN,43.0687,-2.5197,4,,0,,,0,0,0
246,i200550404,ARRASATE/MONDRAGON (Garibai),ARRASATE/MONDRAGON (Garibai),ARRASATE/MONDRAGÓN,43.0648,-2.4899,4,,0,,,0,0,0
247,v200550404,ARRASATE/MONDRAGON (Garibai),ARRASATE/MONDRAGON (Garibai),ARRASATE/MONDRAGÓN,43.0647,-2.4896,4,,0,,,0,0,0
248,i200550403,ARRASATE/MONDRAGON (San Andres),ARRASATE/MONDRAGON (San Andres),ARRASATE/MONDRAGÓN,43.0607,-2.4927,4,,0,,,0,0,0
249,v200550403,ARRASATE/MONDRAGON (San Andres),ARRASATE/MONDRAGON (San Andres),ARRASATE/MONDRAGÓN,43.0608,-2.4924,4,,0,,,0,0,0
250,i200550301,ARRASATE/MONDRAGON (Santa Ageda),ARRASATE/MONDRAGON (Santa Ageda),ARRASATE/MONDRAGÓN,43.0633,-2.5296,4,,0,,,0,0,0
251,v200550301,ARRASATE/MONDRAGON (Santa Ageda),ARRASATE/MONDRAGON (Santa Ageda),ARRASATE/MONDRAGÓN,43.0633,-2.5293,4,,0,,,0,0,0
252,i200550401,ARRASATE/MONDRAGON (Uribe auzoa),ARRASATE/MONDRAGON (Uribe auzoa),ARRASATE/MONDRAGÓN,43.0622,-2.5005,4,,0,,,0,0,0
253,v200550401,ARRASATE/MONDRAGON (Uribe auzoa),ARRASATE/MONDRAGON (Uribe auzoa),ARRASATE/MONDRAGÓN,43.062,-2.5002,4,,0,,,0,0,0
254,i200550405,ARRASATE/MONDRAGON (Zigarrola),ARRASATE/MONDRAGON (Zigarrola),ARRASATE/MONDRAGÓN,43.0678,-2.4776,4,,0,,,0,0,0
255,v200550405,ARRASATE/MONDRAGON (Zigarrola),ARRASATE/MONDRAGON (Zigarrola),ARRASATE/MONDRAGÓN,43.0671,-2.4784,4,,0,,,0,0,0
256,i311660101,ACEDO,ACEDO,MENDAZA,42.6662,-2.2493,8,,0,,,0,0,0
257,v311660101,ACEDO,ACEDO,MENDAZA,42.6664,-2.2497,8,,0,,,0,0,0
258,i310140101,ANCÍN,ANCÍN,ANTZIN,42.6584,-2.1913,8,,0,,,0,0,0
259,v310140101,ANCÍN,ANCÍN,ANTZIN,42.6585,-2.1911,8,,0,,,0,0,0
260,v010590501,ANDOLLU,ANDOLLU,VITORIA-GASTEIZ,42.8308,-2.5696,1,,0,,,0,0,0
261,i010590501,ANDOLLU,ANDOLLU,VITORIA-GASTEIZ,42.8305,-2.5694,1,,0,,,0,0,0
262,u010170101,ANTOÑANA,ANTOÑANA,CAMPEZO/KANPEZU,42.6923,-2.3965,4,,0,,,0,0,0
265,u010591101,ARGANDOÑA,ARGANDOÑA,VITORIA-GASTEIZ,42.8388,-2.5858,1,,0,,,0,0,0
266,i010370401,ATAURI,ATAURI,ARRAIA-MAEZTU,42.7271,-2.4269,3,,0,,,0,0,0
267,v010370401,ATAURI,ATAURI,ARRAIA-MAEZTU,42.7259,-2.4264,3,,0,,,0,0,0
268,i010370501,AZAZETA,AZAZETA,ARRAIA-MAEZTU,42.7784,-2.4984,3,,0,,,0,0,0
269,v010370501,AZAZETA,AZAZETA,ARRAIA-MAEZTU,42.7779,-2.4975,3,,0,,,0,0,0
270,u010010201,EGILETA,EGILETA,ALEGRIA-DULANTZI,42.8106,-2.5374,2,,0,,,0,0,0
273,u310970101,ESTELLA-LIZARRA (Geltokia/Estación),ESTELLA-LIZARRA (Geltokia/Estación),ESTELLA/ LIZARRA,42.6701,-2.0333,9,,0,,,0,0,0
274,i010210601,HIJONA / IXONA,HIJONA / IXONA,ELBURGO/BURGELU,42.8175,-2.5466,2,,0,,,0,0,0
275,v010210601,HIJONA / IXONA,HIJONA / IXONA,ELBURGO/BURGELU,42.817,-2.5452,2,,0,,,0,0,0
276,i010371001,MAESTU / MAEZTU,MAESTU / MAEZTU,ARRAIA-MAEZTU,42.7381,-2.4466,3,,0,,,0,0,0
277,v010371001,MAESTU / MAEZTU,MAESTU / MAEZTU,ARRAIA-MAEZTU,42.7381,-2.4459,3,,0,,,0,0,0
278,i310140201,MENDILIBARRI,MENDILIBARRI,ANTZIN,42.6572,-2.1707,8,,0,,,0,0,0
279,v310140201,MENDILIBARRI,MENDILIBARRI,ANTZIN,42.6575,-2.171,8,,0,,,0,0,0
280,v311770101,MURIETA,MURIETA,,42.6559,-2.1534,8,,0,,,0,0,0
281,i311770101,MURIETA,MURIETA,,42.6558,-2.1535,8,,0,,,0,0,0
282,v010170502,SANTA CRUZ DE CAMPEZO / SANTIKURUTZE KANPEZU (Gasolindegia/Gasolinera),SANTA CRUZ DE CAMPEZO / SANTIKURUTZE KANPEZU (Gasolindegia/Gasolinera),CAMPEZO/KANPEZU,42.6702,-2.3567,4,,0,,,0,0,0
283,i010170502,SANTA CRUZ DE CAMPEZO / SANTIKURUTZE KANPEZU (Gasolindegia/Gasolinera),SANTA CRUZ DE CAMPEZO / SANTIKURUTZE KANPEZU (Gasolindegia/Gasolinera),CAMPEZO/KANPEZU,42.67,-2.3566,4,,0,,,0,0,0
284,u010170501,SANTA CRUZ DE CAMPEZO / SANTIKURUTZE KANPEZU (Markesina/Marquesina),SANTA CRUZ DE CAMPEZO / SANTIKURUTZE KANPEZU (Markesina/Marquesina),CAMPEZO/KANPEZU,42.6731,-2.346,4,,0,,,0,0,0
286,v010271101,TROKONIZ,TROKONIZ,,42.8234,-2.5578,2,,0,,,0,0,0
287,i010271101,TROKONIZ,TROKONIZ,,42.8232,-2.5579,2,,0,,,0,0,0
288,v010372101,VIRGALA MAYOR / BIRGARAGOIEN,VIRGALA MAYOR / BIRGARAGOIEN,ARRAIA-MAEZTU,42.7524,-2.4757,3,,0,,,0,0,0
